hour,day_of_week,month,is_peak_hour,is_weekend,road_type,weather,traffic_density,speed,speed_limit,vehicle_type,vehicles_involved,vehicle_age,road_condition,road_width,alcohol_involved,driver_distracted,pedestrians_involved,visibility,temperature,humidity,junction_type,severity
13,Thursday,2,0,0,Highway,Clear,7,26,80,Truck,2,5,Dry,8,0,0,1,8,36,90,No Junction,Medium
18,Wednesday,4,1,0,Residential,Clear,5,10,40,Motorcycle,2,9,Dry,6,1,0,1,9,20,86,No Junction,Medium
19,Thursday,6,1,0,State Highway,Rainy,7,10,60,Bus,1,0,Slippery,7,0,0,1,9,22,76,T-Junction,Medium
14,Saturday,6,0,1,Residential,Foggy,2,10,40,Truck,2,9,Slippery,6,0,0,1,4,27,100,T-Junction,Medium
21,Wednesday,1,0,0,State Highway,Cloudy,2,10,60,Car,3,3,Slippery,5,1,0,1,5,31,82,T-Junction,High
9,Sunday,8,1,1,Residential,Rainy,4,10,40,Auto,1,6,Good,6,0,0,1,7,30,56,Intersection,Low
12,Sunday,2,0,1,Highway,Clear,3,19,80,Car,2,5,Wet,8,0,0,0,7,32,71,T-Junction,Medium
21,Saturday,5,0,1,Urban Road,Rainy,5,42,40,Motorcycle,5,11,Slippery,9,0,0,2,6,29,68,Y-Junction,High
21,Sunday,4,0,1,National Highway,Rainy,3,22,80,Motorcycle,4,8,Dry,12,1,0,2,8,28,51,Intersection,High
17,Thursday,5,1,0,Urban Road,Foggy,8,10,40,Motorcycle,1,0,Wet,7,0,0,0,1,37,65,Intersection,High
20,Thursday,5,1,0,Highway,Rainy,10,13,80,Motorcycle,2,1,Wet,5,1,0,3,7,30,68,No Junction,High
6,Sunday,10,0,1,Urban Road,Heavy Rain,1,56,40,Bus,1,14,Wet,4,0,1,1,3,28,84,Intersection,High
20,Tuesday,8,1,0,Urban Road,Foggy,8,27,40,Truck,1,7,Slippery,9,0,0,0,2,28,90,Y-Junction,Medium
10,Friday,10,1,0,Urban Road,Foggy,5,31,40,Motorcycle,3,7,Slippery,12,0,0,0,4,23,39,T-Junction,High
7,Monday,7,1,0,Residential,Cloudy,8,38,40,Car,3,3,Slippery,6,0,0,0,6,32,73,T-Junction,High
8,Friday,12,1,0,National Highway,Rainy,8,24,80,Car,2,4,Dry,6,0,0,0,7,21,70,No Junction,Medium
12,Sunday,9,0,1,State Highway,Clear,1,35,60,Truck,1,9,Dry,10,1,0,1,7,17,88,No Junction,Medium
8,Thursday,12,1,0,Highway,Cloudy,5,62,80,Truck,1,7,Wet,4,0,0,0,7,38,53,T-Junction,High
10,Thursday,11,1,0,Residential,Rainy,10,45,40,Car,2,5,Wet,12,0,0,0,9,36,59,No Junction,High
7,Friday,1,1,0,State Highway,Rainy,4,10,60,Bicycle,4,0,Dry,7,0,0,3,8,30,70,No Junction,Medium
9,Thursday,6,1,0,State Highway,Clear,4,34,60,Truck,1,7,Good,9,1,0,0,5,30,71,T-Junction,High
16,Saturday,6,0,1,Urban Road,Clear,5,28,40,Truck,2,4,Good,8,0,0,3,5,26,79,Intersection,Medium
13,Wednesday,2,0,0,Urban Road,Rainy,4,55,40,Motorcycle,2,0,Slippery,3,0,1,1,5,25,86,Intersection,High
10,Thursday,11,1,0,State Highway,Rainy,4,42,60,Motorcycle,1,2,Dry,7,0,0,0,6,17,60,Y-Junction,Low
18,Sunday,8,1,1,State Highway,Clear,7,10,60,Bicycle,2,6,Wet,6,1,1,2,9,21,47,T-Junction,High
21,Sunday,6,0,1,Urban Road,Clear,5,59,40,Bus,2,12,Wet,9,0,1,2,6,22,46,Roundabout,High
18,Friday,11,1,0,Highway,Clear,3,40,80,Motorcycle,1,0,Wet,11,0,0,0,8,28,92,Intersection,Medium
10,Friday,10,1,0,Residential,Clear,10,27,40,Car,1,7,Dry,9,0,0,1,5,38,45,Intersection,High
18,Friday,9,1,0,Highway,Cloudy,9,35,80,Bus,2,6,Wet,6,0,0,2,5,18,84,No Junction,High
7,Sunday,10,1,1,Highway,Clear,6,23,80,Auto,1,12,Slippery,12,0,1,1,5,31,23,T-Junction,High
7,Tuesday,5,1,0,Urban Road,Rainy,5,31,40,Motorcycle,3,13,Good,8,0,0,0,7,32,77,Y-Junction,Medium
10,Sunday,7,1,1,Urban Road,Clear,4,32,40,Auto,3,5,Wet,11,0,0,0,7,17,62,No Junction,Medium
19,Saturday,6,1,1,Urban Road,Rainy,3,33,40,Motorcycle,1,6,Good,10,0,0,1,5,19,80,No Junction,Low
8,Sunday,11,1,1,Urban Road,Heavy Rain,3,19,40,Car,4,6,Good,5,1,1,0,3,29,60,T-Junction,High
5,Saturday,5,0,1,Highway,Clear,4,35,80,Motorcycle,5,0,Wet,11,0,1,3,7,29,62,Y-Junction,High
7,Sunday,6,1,1,Highway,Rainy,5,18,80,Motorcycle,1,6,Slippery,10,0,0,0,6,35,69,No Junction,Medium
20,Sunday,4,1,1,Highway,Clear,7,59,80,Car,1,13,Dry,8,0,0,0,9,30,42,Intersection,Medium
17,Tuesday,3,1,0,Urban Road,Clear,8,10,40,Truck,4,0,Wet,6,0,0,0,6,20,67,No Junction,High
8,Saturday,1,1,1,Urban Road,Clear,6,24,40,Bus,1,11,Dry,10,0,0,0,9,28,66,T-Junction,Low
15,Tuesday,1,0,0,Urban Road,Clear,5,34,40,Car,1,6,Dry,10,0,0,0,7,23,98,T-Junction,Medium
15,Saturday,6,0,1,Urban Road,Rainy,2,54,40,Bus,2,3,Under Construction,6,0,0,3,5,15,82,No Junction,High
17,Tuesday,9,1,0,Urban Road,Rainy,8,17,40,Car,1,0,Under Construction,9,0,0,1,5,32,81,Y-Junction,Medium
8,Tuesday,8,1,0,Urban Road,Rainy,7,50,40,Car,2,9,Dry,6,0,0,0,5,31,69,Intersection,High
20,Saturday,12,1,1,State Highway,Cloudy,5,32,60,Truck,4,11,Wet,6,0,0,2,6,27,81,T-Junction,High
9,Tuesday,2,1,0,Urban Road,Clear,6,41,40,Motorcycle,4,11,Wet,9,1,1,0,5,38,33,No Junction,High
18,Sunday,9,1,1,State Highway,Cloudy,5,24,60,Car,1,11,Wet,10,0,0,0,9,20,83,T-Junction,Low
1,Saturday,8,0,1,Urban Road,Rainy,2,10,40,Bus,4,2,Dry,9,0,0,2,5,34,48,Intersection,Medium
11,Tuesday,12,0,0,National Highway,Cloudy,7,15,80,Car,3,2,Slippery,7,0,0,1,7,23,39,No Junction,Medium
11,Sunday,9,0,1,Urban Road,Clear,1,64,40,Auto,5,6,Dry,4,0,1,0,5,30,62,T-Junction,High
15,Sunday,4,0,1,Residential,Rainy,4,51,40,Car,1,10,Dry,7,0,0,2,6,33,76,T-Junction,Medium
6,Friday,9,0,0,Urban Road,Clear,5,53,40,Car,1,5,Slippery,9,0,1,1,6,22,100,No Junction,Medium
19,Monday,2,1,0,National Highway,Clear,7,34,80,Auto,2,3,Under Construction,14,0,0,3,7,24,24,No Junction,High
8,Saturday,1,1,1,Urban Road,Clear,5,25,40,Car,5,7,Good,5,0,0,2,8,30,53,Roundabout,Medium
17,Tuesday,9,1,0,State Highway,Rainy,7,32,60,Truck,2,1,Slippery,7,1,0,0,6,21,67,T-Junction,High
19,Friday,10,1,0,Residential,Rainy,9,36,40,Motorcycle,2,3,Dry,7,0,0,1,8,31,53,Intersection,Medium
16,Monday,8,0,0,Residential,Rainy,3,73,40,Motorcycle,2,7,Wet,3,0,0,1,7,28,100,Y-Junction,High
18,Tuesday,7,1,0,State Highway,Clear,9,44,60,Bus,4,12,Good,6,0,0,0,5,30,75,T-Junction,High
17,Monday,8,1,0,National Highway,Rainy,6,69,80,Auto,4,13,Dry,4,0,0,0,8,23,61,T-Junction,High
11,Saturday,12,0,1,Residential,Clear,5,10,40,Truck,5,8,Good,6,0,0,0,7,23,40,Roundabout,Medium
19,Sunday,1,1,1,Urban Road,Rainy,3,22,40,Motorcycle,2,0,Dry,12,0,0,0,8,19,52,Intersection,Low
9,Sunday,9,1,1,Urban Road,Clear,8,10,40,Motorcycle,2,9,Slippery,9,0,0,0,8,29,79,No Junction,Medium
16,Monday,12,0,0,Urban Road,Heavy Rain,9,10,40,Car,1,6,Dry,8,1,0,1,3,20,53,No Junction,High
18,Sunday,10,1,1,Highway,Clear,4,49,80,Motorcycle,2,9,Slippery,13,0,0,0,6,26,78,Intersection,High
11,Wednesday,11,0,0,Highway,Cloudy,4,37,80,Bus,2,3,Dry,12,0,0,0,8,32,75,No Junction,Medium
9,Thursday,9,1,0,Residential,Clear,9,34,40,Car,2,7,Dry,5,0,0,3,9,39,72,Roundabout,High
13,Sunday,12,0,1,State Highway,Clear,1,40,60,Car,1,10,Slippery,3,1,0,3,5,30,76,Roundabout,Medium
19,Wednesday,11,1,0,Highway,Clear,8,42,80,Car,2,3,Wet,3,1,1,2,9,28,80,No Junction,High
21,Saturday,9,0,1,Residential,Clear,1,51,40,Motorcycle,1,10,Under Construction,5,1,0,0,5,19,63,Intersection,Medium
15,Saturday,6,0,1,Urban Road,Cloudy,2,48,40,Car,5,2,Wet,6,0,0,1,5,25,60,Intersection,High
17,Monday,4,1,0,State Highway,Foggy,8,30,60,Motorcycle,1,11,Good,12,1,1,2,2,25,62,No Junction,High
21,Sunday,2,0,1,Highway,Clear,6,30,80,Car,1,5,Dry,11,0,0,0,9,30,36,Intersection,Medium
6,Sunday,11,0,1,Residential,Clear,5,17,40,Bus,2,2,Slippery,10,0,1,0,8,26,89,No Junction,Medium
8,Sunday,4,1,1,National Highway,Clear,6,10,80,Motorcycle,4,9,Good,6,0,1,1,5,40,34,Intersection,High
18,Friday,7,1,0,Urban Road,Rainy,5,58,40,Motorcycle,1,4,Wet,7,0,0,0,9,31,27,Roundabout,Medium
19,Tuesday,1,1,0,Residential,Foggy,7,15,40,Car,4,1,Good,6,0,0,0,3,32,100,Roundabout,High
20,Thursday,9,1,0,State Highway,Rainy,6,10,60,Auto,1,2,Slippery,14,0,0,1,6,31,85,No Junction,Medium
12,Sunday,3,0,1,Highway,Rainy,5,31,80,Bicycle,1,0,Wet,6,0,0,0,9,22,62,T-Junction,Medium
6,Tuesday,4,0,0,National Highway,Heavy Rain,5,13,80,Bus,1,5,Wet,5,0,0,0,5,24,95,Y-Junction,Medium
12,Friday,12,0,0,State Highway,Clear,4,47,60,Car,1,3,Under Construction,9,0,0,2,9,25,55,T-Junction,Medium
8,Saturday,5,1,1,Highway,Heavy Rain,7,24,80,Bus,3,1,Good,5,0,0,0,5,35,86,Roundabout,High
9,Thursday,12,1,0,Urban Road,Clear,6,32,40,Truck,2,11,Wet,9,0,0,1,5,34,58,Y-Junction,Medium
19,Wednesday,3,1,0,Residential,Clear,5,19,40,Car,3,10,Dry,8,0,0,2,9,29,75,T-Junction,Medium
6,Saturday,4,0,1,State Highway,Foggy,4,68,60,Car,2,10,Dry,5,0,0,1,3,29,65,T-Junction,High
19,Saturday,5,1,1,Highway,Clear,4,39,80,Car,2,6,Wet,6,0,1,1,7,32,33,Intersection,High
12,Monday,12,0,0,Residential,Foggy,3,69,40,Auto,2,2,Dry,5,1,0,1,3,19,51,Y-Junction,High
16,Friday,1,0,0,Urban Road,Clear,7,11,40,Car,2,1,Wet,11,0,1,0,8,28,57,T-Junction,Medium
6,Monday,9,0,0,State Highway,Cloudy,2,68,60,Bus,2,8,Under Construction,7,0,0,0,8,19,70,Roundabout,Medium
10,Monday,10,1,0,Residential,Clear,10,10,40,Car,2,15,Wet,7,1,1,0,9,26,65,Y-Junction,High
6,Tuesday,10,0,0,Urban Road,Cloudy,7,29,40,Truck,3,12,Wet,10,0,0,1,8,33,30,No Junction,Medium
22,Saturday,4,0,1,Residential,Foggy,1,50,40,Auto,2,8,Dry,10,0,0,0,1,22,48,No Junction,Medium
19,Friday,9,1,0,State Highway,Clear,7,15,60,Bus,1,7,Slippery,8,1,1,2,7,35,90,T-Junction,High
13,Monday,4,0,0,Urban Road,Clear,5,55,40,Motorcycle,1,4,Wet,11,0,0,2,6,32,59,No Junction,Medium
8,Wednesday,1,1,0,State Highway,Clear,7,28,60,Car,2,9,Dry,7,0,0,0,6,28,37,Roundabout,Medium
22,Thursday,12,0,0,Highway,Rainy,4,10,80,Car,5,3,Wet,5,0,1,1,5,27,85,Intersection,High
10,Sunday,5,1,1,Residential,Heavy Rain,5,59,40,Bus,2,0,Dry,8,1,1,3,2,22,60,No Junction,High
7,Friday,9,1,0,State Highway,Clear,5,43,60,Car,1,2,Wet,7,0,0,0,9,21,83,Intersection,Low
16,Tuesday,3,0,0,Urban Road,Clear,4,69,40,Bicycle,2,5,Under Construction,12,0,1,2,5,22,51,No Junction,High
22,Friday,5,0,0,State Highway,Foggy,7,27,60,Bicycle,2,0,Dry,7,0,1,0,2,24,48,T-Junction,High
0,Saturday,3,0,1,Residential,Rainy,7,24,40,Car,2,10,Good,12,0,0,0,5,30,47,T-Junction,Medium
8,Tuesday,12,1,0,National Highway,Clear,3,20,80,Car,1,2,Wet,4,1,0,2,6,22,67,Intersection,High
22,Thursday,3,0,0,Highway,Rainy,5,35,80,Truck,2,9,Wet,7,0,1,0,5,25,100,No Junction,Medium
7,Wednesday,1,1,0,Highway,Clear,7,31,80,Car,1,8,Dry,7,0,0,0,5,32,56,No Junction,Medium
7,Monday,2,1,0,State Highway,Clear,7,17,60,Truck,3,5,Slippery,7,0,0,1,7,19,69,Y-Junction,High
16,Friday,2,0,0,State Highway,Cloudy,4,25,60,Car,1,7,Wet,11,0,1,1,8,20,100,Y-Junction,Medium
20,Tuesday,9,1,0,Urban Road,Clear,8,32,40,Motorcycle,5,8,Slippery,6,0,0,0,9,26,66,No Junction,High
13,Thursday,7,0,0,National Highway,Foggy,7,25,80,Motorcycle,2,5,Dry,10,0,0,0,4,28,43,No Junction,Medium
23,Monday,8,0,0,Residential,Clear,6,39,40,Car,1,13,Slippery,7,0,1,2,7,27,63,Roundabout,Medium
17,Sunday,2,1,1,National Highway,Clear,1,10,80,Bicycle,5,0,Good,7,0,1,1,7,35,69,Roundabout,High
6,Thursday,9,0,0,Urban Road,Rainy,4,17,40,Car,2,4,Dry,3,0,1,1,9,22,44,Y-Junction,Low
23,Wednesday,3,0,0,Urban Road,Clear,4,22,40,Auto,2,5,Good,11,0,0,1,5,20,56,No Junction,Medium
12,Monday,10,0,0,Urban Road,Clear,4,35,40,Car,2,14,Wet,12,1,0,0,8,16,49,No Junction,Medium
9,Monday,2,1,0,National Highway,Foggy,7,10,80,Truck,2,2,Dry,4,0,0,3,4,26,100,Roundabout,High
15,Sunday,12,0,1,Urban Road,Clear,1,46,40,Bicycle,2,12,Dry,12,1,0,3,5,30,38,Roundabout,High
9,Monday,1,1,0,National Highway,Rainy,10,10,80,Car,1,3,Dry,3,1,0,1,5,30,52,Intersection,High
6,Tuesday,9,0,0,State Highway,Clear,9,63,60,Motorcycle,2,9,Dry,7,0,1,0,6,26,34,Intersection,High
0,Monday,8,0,0,Urban Road,Clear,6,46,40,Car,4,5,Dry,7,0,0,0,7,25,49,Roundabout,High
13,Thursday,12,0,0,Urban Road,Clear,4,33,40,Car,1,1,Dry,7,1,0,3,9,29,59,No Junction,Medium
19,Tuesday,11,1,0,Residential,Rainy,9,36,40,Car,2,11,Dry,11,0,1,0,9,29,77,Roundabout,Medium
16,Monday,4,0,0,Residential,Foggy,3,48,40,Bus,4,5,Dry,10,0,0,0,4,22,80,T-Junction,High
23,Thursday,7,0,0,Highway,Rainy,7,28,80,Truck,3,2,Dry,3,0,1,3,9,31,55,T-Junction,High
9,Thursday,12,1,0,National Highway,Clear,10,10,80,Motorcycle,5,4,Good,12,0,0,0,5,31,72,Y-Junction,High
9,Friday,3,1,0,Residential,Cloudy,6,23,40,Car,3,0,Good,13,0,0,0,5,18,23,Roundabout,Medium
7,Thursday,3,1,0,National Highway,Clear,8,13,80,Car,1,3,Under Construction,10,0,0,0,8,25,69,No Junction,Medium
7,Sunday,4,1,1,Residential,Rainy,8,45,40,Truck,1,6,Dry,6,0,0,3,5,21,54,T-Junction,High
9,Saturday,2,1,1,Urban Road,Rainy,5,10,40,Car,4,7,Dry,8,1,1,0,5,26,61,No Junction,High
19,Wednesday,10,1,0,Residential,Clear,6,19,40,Motorcycle,5,10,Dry,7,1,0,1,9,23,86,No Junction,Medium
21,Monday,4,0,0,State Highway,Heavy Rain,4,23,60,Car,2,7,Dry,10,0,1,1,2,29,59,Intersection,High
23,Sunday,10,0,1,Urban Road,Rainy,5,27,40,Motorcycle,2,0,Good,3,0,0,1,9,21,78,Roundabout,Low
8,Monday,3,1,0,National Highway,Rainy,6,10,80,Bus,2,8,Under Construction,9,0,1,0,6,30,26,T-Junction,Medium
20,Monday,8,1,0,Urban Road,Clear,6,20,40,Auto,4,1,Dry,11,0,1,0,8,41,68,T-Junction,Medium
10,Thursday,11,1,0,National Highway,Clear,10,10,80,Motorcycle,2,7,Wet,7,0,0,0,5,29,98,T-Junction,High
7,Thursday,2,1,0,State Highway,Foggy,7,14,60,Motorcycle,2,7,Under Construction,9,0,0,0,1,35,57,No Junction,High
20,Monday,11,1,0,State Highway,Clear,6,39,60,Motorcycle,1,10,Slippery,3,0,1,0,9,26,43,No Junction,Low
17,Saturday,9,1,1,Urban Road,Clear,8,19,40,Motorcycle,2,9,Dry,5,0,1,1,5,21,80,Intersection,High
7,Tuesday,3,1,0,Residential,Clear,6,27,40,Motorcycle,1,3,Dry,9,1,1,1,8,25,79,Intersection,High
12,Tuesday,4,0,0,State Highway,Clear,5,51,60,Bus,1,12,Wet,9,0,0,2,9,31,75,Y-Junction,Medium
9,Wednesday,10,1,0,Urban Road,Cloudy,7,33,40,Car,2,3,Dry,6,0,0,0,7,27,24,Intersection,Medium
18,Friday,10,1,0,Residential,Cloudy,7,10,40,Motorcycle,2,2,Under Construction,8,1,0,1,5,25,51,Roundabout,High
13,Sunday,3,0,1,State Highway,Rainy,1,60,60,Motorcycle,1,9,Dry,7,0,0,0,8,32,49,No Junction,Low
23,Wednesday,3,0,0,Urban Road,Cloudy,5,27,40,Car,1,8,Dry,3,0,0,1,6,27,61,No Junction,Low
5,Monday,8,0,0,Urban Road,Rainy,6,53,40,Motorcycle,2,5,Dry,7,0,0,3,5,18,42,Roundabout,Medium
11,Sunday,8,0,1,Highway,Rainy,5,50,80,Motorcycle,2,9,Dry,10,0,0,2,6,31,77,T-Junction,High
14,Monday,6,0,0,Urban Road,Cloudy,9,12,40,Motorcycle,3,5,Wet,11,0,1,0,5,29,72,Intersection,High
14,Monday,4,0,0,National Highway,Clear,3,12,80,Truck,1,6,Dry,7,0,0,0,9,34,100,T-Junction,Low
10,Friday,1,1,0,State Highway,Clear,5,38,60,Motorcycle,3,11,Dry,9,0,0,0,8,30,77,Y-Junction,Medium
18,Thursday,4,1,0,Highway,Clear,8,17,80,Motorcycle,1,7,Slippery,8,0,0,0,7,24,48,T-Junction,Medium
20,Friday,8,1,0,State Highway,Clear,5,44,60,Car,1,3,Dry,9,0,0,0,6,29,51,T-Junction,Low
22,Wednesday,6,0,0,Highway,Cloudy,7,29,80,Motorcycle,2,4,Dry,6,0,0,0,6,27,88,Intersection,Medium
19,Thursday,2,1,0,Urban Road,Cloudy,8,10,40,Motorcycle,3,13,Dry,7,1,0,0,5,29,23,T-Junction,Medium
20,Thursday,3,1,0,Highway,Foggy,8,10,80,Truck,1,3,Dry,9,0,0,0,4,34,41,Intersection,Medium
15,Wednesday,12,0,0,National Highway,Clear,5,20,80,Motorcycle,1,5,Wet,9,1,0,0,5,25,75,No Junction,High
19,Thursday,7,1,0,National Highway,Cloudy,6,48,80,Motorcycle,2,2,Dry,9,1,0,0,5,26,79,Intersection,High
9,Sunday,11,1,1,Residential,Clear,7,16,40,Motorcycle,2,0,Wet,10,1,0,0,6,13,63,No Junction,Medium
12,Tuesday,11,0,0,Urban Road,Rainy,6,47,40,Bicycle,2,4,Wet,8,0,0,1,6,37,58,No Junction,High
10,Wednesday,4,1,0,Urban Road,Foggy,8,10,40,Auto,2,3,Slippery,8,1,0,0,4,27,54,Intersection,High
13,Wednesday,4,0,0,State Highway,Clear,4,10,60,Car,1,6,Good,6,0,0,1,9,24,50,No Junction,Low
9,Tuesday,5,1,0,Urban Road,Cloudy,3,38,40,Auto,2,0,Dry,10,0,0,0,9,33,60,No Junction,Medium
22,Friday,8,0,0,Urban Road,Foggy,4,55,40,Motorcycle,2,5,Slippery,4,0,0,0,3,35,100,Intersection,High
10,Friday,7,1,0,Residential,Rainy,6,74,40,Car,1,2,Under Construction,9,0,0,1,7,18,20,Y-Junction,Medium
6,Friday,9,0,0,Urban Road,Clear,6,10,40,Car,2,6,Good,8,0,0,0,9,24,45,No Junction,Low
15,Thursday,5,0,0,Highway,Rainy,8,10,80,Auto,3,0,Wet,5,0,0,2,9,29,99,T-Junction,High
5,Tuesday,1,0,0,Urban Road,Clear,2,63,40,Auto,2,10,Dry,5,0,0,2,5,21,84,Intersection,Medium
7,Sunday,4,1,1,Residential,Foggy,5,10,40,Auto,2,6,Dry,8,0,0,1,3,24,37,Intersection,Medium
8,Wednesday,6,1,0,National Highway,Clear,5,33,80,Bus,1,10,Dry,7,0,0,2,6,20,61,Y-Junction,Medium
13,Wednesday,6,0,0,Highway,Rainy,3,44,80,Car,1,4,Good,6,0,0,0,8,28,80,No Junction,Medium
12,Wednesday,9,0,0,Urban Road,Clear,6,55,40,Car,1,6,Wet,9,0,0,2,6,22,85,Roundabout,High
19,Thursday,10,1,0,Urban Road,Clear,8,41,40,Auto,2,0,Wet,3,0,1,0,5,42,45,No Junction,High
18,Thursday,5,1,0,Urban Road,Rainy,6,29,40,Motorcycle,2,2,Wet,8,0,0,0,8,38,50,T-Junction,Medium
12,Saturday,5,0,1,Residential,Clear,5,60,40,Car,3,1,Dry,6,0,0,0,9,21,44,No Junction,Medium
10,Sunday,6,1,1,Highway,Cloudy,10,19,80,Car,2,2,Dry,4,1,0,2,7,17,59,No Junction,High
10,Friday,11,1,0,Urban Road,Foggy,8,10,40,Car,4,1,Good,6,0,0,0,2,19,74,T-Junction,High
19,Saturday,6,1,1,State Highway,Clear,2,10,60,Car,2,12,Slippery,4,1,0,0,9,25,90,No Junction,Medium
5,Saturday,3,0,1,Urban Road,Clear,4,23,40,Motorcycle,2,0,Wet,11,0,1,1,6,29,37,Intersection,High
1,Thursday,6,0,0,National Highway,Clear,6,16,80,Car,2,3,Dry,10,0,1,1,6,19,85,Intersection,High
19,Friday,8,1,0,Urban Road,Clear,5,76,40,Car,3,6,Wet,10,0,0,0,9,26,68,No Junction,High
13,Friday,12,0,0,Urban Road,Rainy,5,44,40,Motorcycle,2,12,Dry,9,0,1,3,9,26,60,Intersection,High
7,Wednesday,6,1,0,Urban Road,Rainy,8,10,40,Bus,1,6,Dry,3,0,0,2,7,20,100,Y-Junction,Low
8,Thursday,12,1,0,Urban Road,Clear,7,17,40,Motorcycle,2,10,Dry,4,0,0,0,6,36,98,T-Junction,Medium
22,Friday,11,0,0,National Highway,Heavy Rain,7,10,80,Car,1,11,Wet,10,0,1,2,2,29,28,T-Junction,High
20,Saturday,5,1,1,Residential,Cloudy,6,12,40,Truck,2,6,Dry,13,1,0,0,8,30,99,No Junction,High
18,Tuesday,3,1,0,Urban Road,Rainy,7,10,40,Truck,2,2,Dry,9,0,0,0,5,42,65,No Junction,Medium
14,Tuesday,1,0,0,Residential,Clear,2,41,40,Car,2,9,Slippery,12,0,0,0,5,21,38,T-Junction,Medium
15,Thursday,5,0,0,National Highway,Cloudy,2,10,80,Car,1,2,Under Construction,5,0,0,1,5,33,90,No Junction,Medium
23,Wednesday,6,0,0,Highway,Clear,2,33,80,Motorcycle,4,6,Dry,6,1,1,0,6,38,91,T-Junction,Medium
22,Wednesday,6,0,0,Urban Road,Clear,6,16,40,Bus,5,3,Dry,10,0,0,2,8,37,66,No Junction,Medium
8,Friday,6,1,0,Urban Road,Clear,6,10,40,Car,2,6,Slippery,5,0,0,2,6,31,73,T-Junction,Medium
19,Sunday,3,1,1,State Highway,Clear,3,10,60,Motorcycle,1,1,Under Construction,3,0,0,0,9,17,67,T-Junction,Low
8,Thursday,4,1,0,Highway,Clear,6,21,80,Truck,1,6,Wet,10,0,1,0,7,30,63,T-Junction,Medium
8,Sunday,3,1,1,Urban Road,Rainy,5,50,40,Motorcycle,1,3,Slippery,5,1,0,0,5,24,97,T-Junction,High
17,Tuesday,2,1,0,Urban Road,Cloudy,5,59,40,Bus,2,0,Dry,3,0,0,0,9,29,59,T-Junction,Medium
12,Saturday,8,0,1,Residential,Cloudy,4,10,40,Motorcycle,3,11,Under Construction,11,1,0,0,9,34,91,Intersection,Medium
22,Friday,7,0,0,State Highway,Foggy,8,12,60,Auto,1,5,Under Construction,9,0,0,0,2,30,76,Intersection,Medium
6,Saturday,11,0,1,Urban Road,Clear,1,66,40,Car,2,8,Slippery,10,0,0,0,8,21,40,T-Junction,Medium
14,Sunday,8,0,1,Urban Road,Clear,4,25,40,Car,5,9,Good,10,0,1,1,8,19,62,Y-Junction,Medium
21,Friday,6,0,0,National Highway,Clear,2,58,80,Bus,2,3,Dry,10,0,1,0,9,23,64,Intersection,Medium
21,Monday,11,0,0,Urban Road,Rainy,7,34,40,Car,4,8,Dry,9,0,1,0,7,27,54,No Junction,Medium
7,Saturday,12,1,1,Urban Road,Rainy,3,36,40,Bicycle,1,3,Dry,3,1,0,0,8,36,55,No Junction,Medium
11,Thursday,7,0,0,Residential,Rainy,1,11,40,Car,2,4,Dry,4,0,0,0,5,29,78,No Junction,Low
17,Saturday,1,1,1,State Highway,Clear,6,44,60,Bus,1,8,Under Construction,11,0,1,1,6,27,82,T-Junction,Medium
7,Saturday,10,1,1,Urban Road,Rainy,4,53,40,Car,1,3,Slippery,9,0,1,0,7,26,77,T-Junction,High
22,Friday,5,0,0,Urban Road,Rainy,9,16,40,Car,1,13,Slippery,7,0,0,0,9,26,68,T-Junction,Medium
21,Tuesday,4,0,0,State Highway,Cloudy,2,48,60,Motorcycle,1,13,Dry,3,0,1,0,6,33,57,Intersection,Medium
7,Sunday,10,1,1,Residential,Foggy,2,28,40,Car,1,12,Slippery,5,0,1,0,2,21,57,No Junction,Medium
7,Monday,3,1,0,State Highway,Clear,7,19,60,Car,1,7,Dry,7,0,1,1,8,34,70,T-Junction,Medium
6,Saturday,2,0,1,State Highway,Clear,1,65,60,Auto,5,4,Dry,5,1,1,0,7,32,79,T-Junction,High
21,Sunday,9,0,1,Urban Road,Clear,1,31,40,Truck,1,6,Wet,4,0,0,3,6,26,97,Y-Junction,Medium
8,Sunday,8,1,1,State Highway,Clear,3,43,60,Car,5,7,Dry,9,0,0,3,8,44,72,No Junction,High
12,Tuesday,10,0,0,Highway,Clear,2,58,80,Motorcycle,2,7,Good,12,0,1,0,7,34,78,No Junction,Medium
13,Wednesday,2,0,0,State Highway,Clear,3,60,60,Bus,2,3,Dry,9,1,0,0,6,26,33,No Junction,Medium
16,Monday,6,0,0,State Highway,Clear,3,41,60,Car,1,13,Wet,6,0,0,0,9,32,29,T-Junction,Medium
6,Monday,3,0,0,Residential,Heavy Rain,3,20,40,Bus,1,4,Under Construction,7,0,0,0,5,26,51,T-Junction,Medium
8,Sunday,3,1,1,Residential,Rainy,7,13,40,Bus,1,0,Wet,9,1,0,0,8,23,75,Intersection,High
22,Friday,5,0,0,Highway,Foggy,4,41,80,Car,2,5,Wet,6,0,0,1,1,25,54,T-Junction,High
21,Saturday,7,0,1,Highway,Clear,4,59,80,Bicycle,2,0,Dry,8,0,0,1,5,27,20,No Junction,Medium
19,Wednesday,7,1,0,Urban Road,Clear,6,33,40,Motorcycle,2,5,Dry,6,0,0,0,8,17,61,T-Junction,Medium
1,Friday,11,0,0,State Highway,Clear,4,13,60,Auto,2,5,Wet,6,0,0,0,5,19,98,Intersection,Medium
